mood_happy,mood_sad,mood_aggressive,mood_relaxed,mood_party,added_at
0.5099,0.2274,0.7512,0.4827,0.6178,2025-06-27 00:04
0.5158,0.2449,0.7728,0.5091,0.5887,2025-06-27 00:40
0.5204,0.2546,0.7729,0.5227,0.5726,2025-06-27 00:40
0.5123,0.2377,0.7668,0.5058,0.5892,2025-06-28 11:44
0.5243,0.2229,0.7427,0.4853,0.6132,2025-06-28 16:58
0.5385,0.2223,0.7419,0.4822,0.6243,2025-06-29 06:55
0.5332,0.2257,0.7417,0.4708,0.6363,2025-06-29 07:03
0.5444,0.2164,0.7385,0.456,0.6538,2025-07-01 01:38
0.5307,0.2136,0.7411,0.4488,0.6661,2025-07-01 01:50
0.5139,0.2183,0.745,0.4438,0.6627,2025-07-02 01:50
0.5133,0.2274,0.748,0.4477,0.6535,2025-07-02 06:01
0.5114,0.2348,0.7492,0.4528,0.6392,2025-07-02 07:31
0.5169,0.2516,0.7577,0.4663,0.6257,2025-07-04 03:22
0.5213,0.2468,0.7566,0.465,0.6308,2025-07-04 20:24
0.5214,0.2364,0.7497,0.4535,0.6508,2025-07-04 20:25
0.521,0.2338,0.7398,0.455,0.654,2025-07-04 20:30
0.5339,0.2368,0.7589,0.4617,0.654,2025-07-05 19:50
0.5284,0.2152,0.7376,0.4406,0.6774,2025-07-06 20:07
0.5363,0.2175,0.7297,0.4379,0.6604,2025-07-06 20:18
0.5508,0.2353,0.7445,0.4584,0.6441,2025-07-06 20:28
0.5572,0.2571,0.7514,0.4785,0.6267,2025-07-06 20:43
0.5491,0.2556,0.7474,0.467,0.628,2025-07-06 20:53
0.5545,0.2574,0.7483,0.4778,0.6241,2025-07-06 23:48
0.5495,0.2581,0.7534,0.4777,0.6314,2025-07-06 23:50
0.5565,0.2639,0.7606,0.4897,0.6174,2025-07-07 19:29
0.5506,0.2736,0.7765,0.4996,0.6065,2025-07-07 20:21
0.5631,0.279,0.7958,0.5146,0.5928,2025-07-08 02:58
0.5697,0.2815,0.8169,0.5347,0.5909,2025-07-08 17:47
0.5821,0.2809,0.8027,0.5394,0.5897,2025-07-09 17:04
0.5784,0.2732,0.79,0.5223,0.6061,2025-07-09 19:16
0.5841,0.2923,0.7984,0.5378,0.5855,2025-07-09 20:12
0.5763,0.2785,0.7959,0.5237,0.6091,2025-07-09 21:03
0.5888,0.2729,0.7964,0.5219,0.6165,2025-07-09 23:42
0.5886,0.2678,0.7942,0.5196,0.63,2025-07-10 01:38
0.586,0.271,0.8093,0.5289,0.624,2025-07-10 02:50
0.5766,0.2583,0.8061,0.5186,0.6378,2025-07-10 15:26
0.5969,0.2692,0.8057,0.5324,0.6235,2025-07-10 19:19
0.5866,0.2714,0.7985,0.5339,0.6211,2025-07-10 19:32
0.5885,0.2697,0.7942,0.5355,0.6207,2025-07-10 19:41
0.6,0.2651,0.7854,0.5311,0.6225,2025-07-10 21:42
0.6103,0.265,0.7835,0.5372,0.6146,2025-07-11 16:17
0.6134,0.2559,0.7866,0.5441,0.6194,2025-07-11 16:51
0.5981,0.2327,0.7851,0.5222,0.6458,2025-07-11 18:17
0.5939,0.2389,0.7918,0.53,0.6363,2025-07-11 23:29
0.5937,0.2377,0.7932,0.5262,0.6389,2025-07-12 20:04
0.5964,0.2392,0.7983,0.5304,0.6386,2025-07-13 16:57
0.5956,0.2359,0.7876,0.5262,0.6436,2025-07-13 20:24
0.5915,0.2346,0.8024,0.5305,0.6481,2025-07-13 20:32
0.5785,0.2306,0.8177,0.5267,0.6706,2025-07-13 20:37
0.5749,0.2164,0.8046,0.5107,0.682,2025-07-14 23:53
0.5649,0.2066,0.8038,0.504,0.6893,2025-07-15 00:54
0.5824,0.231,0.812,0.5286,0.6648,2025-07-16 18:52
0.5897,0.2369,0.8217,0.5417,0.6471,2025-07-16 19:44
0.6096,0.2603,0.8257,0.5606,0.6176,2025-07-16 19:49
0.5877,0.2533,0.8012,0.5376,0.6282,2025-07-16 20:20
0.6023,0.2437,0.7839,0.5316,0.6316,2025-07-16 20:31
0.597,0.2395,0.7736,0.5195,0.6417,2025-07-16 23:32
0.609,0.2378,0.7674,0.5124,0.6442,2025-07-16 23:51
0.6196,0.2628,0.7877,0.5334,0.6171,2025-07-18 03:25
0.6125,0.2631,0.7917,0.5292,0.6236,2025-07-18 03:46
0.6054,0.245,0.7855,0.5094,0.6458,2025-07-18 03:53
0.6199,0.263,0.7877,0.5159,0.6249,2025-07-18 20:57
0.6139,0.263,0.7685,0.5025,0.6284,2025-07-20 00:43
0.6172,0.2662,0.7683,0.5045,0.6274,2025-07-20 01:04
0.6115,0.2699,0.7747,0.5061,0.6153,2025-07-20 01:06
0.6029,0.2712,0.7699,0.5041,0.6071,2025-07-20 16:56
0.592,0.2502,0.7621,0.4899,0.63,2025-07-21 21:12
0.5894,0.2496,0.7573,0.4817,0.6287,2025-07-21 22:08
0.6008,0.254,0.75,0.4836,0.6153,2025-07-21 22:17
0.5876,0.2505,0.748,0.4764,0.6217,2025-07-22 01:19
0.5909,0.2464,0.749,0.4739,0.6267,2025-07-22 17:54
0.5892,0.2626,0.7499,0.4792,0.6101,2025-07-23 02:28
0.5865,0.2687,0.7503,0.487,0.5962,2025-07-24 03:58
0.5875,0.263,0.7399,0.4768,0.6095,2025-07-24 04:14
0.5874,0.2656,0.733,0.4837,0.6076,2025-07-25 00:01
0.5915,0.2667,0.7408,0.4913,0.6078,2025-07-26 06:02
0.5982,0.2764,0.7592,0.5059,0.5921,2025-07-26 17:39
0.5836,0.2789,0.7635,0.5044,0.5896,2025-07-26 17:39
0.572,0.2769,0.7385,0.4959,0.5915,2025-07-26 18:06
0.5743,0.273,0.7397,0.4936,0.5915,2025-07-27 18:47
0.579,0.2689,0.7359,0.4902,0.5976,2025-07-27 19:11
0.5585,0.2496,0.7345,0.4695,0.6086,2025-07-27 20:32
0.5587,0.2478,0.7319,0.4618,0.6192,2025-07-27 20:41
0.5418,0.2222,0.7258,0.4351,0.65,2025-07-28 02:01
0.5633,0.2215,0.7488,0.4432,0.6542,2025-07-29 00:58
0.5651,0.2428,0.7696,0.4645,0.6365,2025-07-29 18:55
0.558,0.2541,0.7802,0.47,0.6141,2025-07-30 03:53
0.5521,0.2527,0.7822,0.4687,0.6162,2025-07-30 18:09
0.5431,0.2286,0.7816,0.4573,0.6372,2025-07-31 00:10
0.5604,0.2286,0.7887,0.4713,0.6352,2025-07-31 00:21
0.5625,0.2308,0.7942,0.4769,0.6341,2025-07-31 00:22
0.5602,0.2141,0.7936,0.4795,0.6421,2025-07-31 00:37
0.5536,0.2183,0.808,0.4838,0.6336,2025-07-31 02:56
0.5517,0.218,0.8009,0.4821,0.6265,2025-07-31 03:26
0.5538,0.2169,0.7948,0.4794,0.6361,2025-07-31 17:09
0.5669,0.2277,0.803,0.4956,0.6256,2025-07-31 20:57
0.5684,0.2217,0.7915,0.4828,0.6333,2025-08-01 19:37
0.5724,0.2269,0.8037,0.4929,0.6269,2025-08-03 00:07
0.5761,0.2396,0.8191,0.5076,0.6196,2025-08-03 04:05
0.5892,0.248,0.827,0.52,0.6018,2025-08-04 00:34
0.5856,0.2424,0.8094,0.5071,0.6128,2025-08-04 00:47
0.5831,0.2319,0.7919,0.4868,0.6304,2025-08-04 17:39
0.5947,0.244,0.7925,0.4972,0.6172,2025-08-05 21:25
0.6011,0.2439,0.7971,0.4997,0.6161,2025-08-06 18:49
0.5905,0.2489,0.8101,0.5088,0.6021,2025-08-06 18:55
0.5915,0.2503,0.8074,0.5096,0.5983,2025-08-06 21:17
0.583,0.246,0.8096,0.5122,0.5992,2025-08-06 22:32
0.5937,0.2692,0.8128,0.5314,0.5727,2025-08-07 01:33
0.6171,0.2724,0.8322,0.5483,0.5621,2025-08-07 04:28
0.5988,0.2709,0.8326,0.5402,0.5703,2025-08-07 04:48
0.6007,0.2601,0.8184,0.5249,0.5841,2025-08-07 23:31
0.6056,0.2573,0.8173,0.5302,0.5893,2025-08-08 17:58
0.6045,0.2553,0.8164,0.5297,0.5863,2025-08-08 21:51
0.6157,0.2554,0.8158,0.5398,0.5837,2025-08-09 01:35
0.6059,0.26,0.8123,0.5435,0.5755,2025-08-09 01:48
0.5861,0.2396,0.8016,0.5205,0.5969,2025-08-12 06:28
0.5934,0.228,0.7942,0.5154,0.6179,2025-08-12 06:32
0.5859,0.2258,0.7812,0.5056,0.6234,2025-08-12 07:35
0.5845,0.2321,0.7776,0.5061,0.61,2025-08-12 09:04
0.5826,0.2439,0.7776,0.5141,0.5836,2025-08-12 19:06
0.5799,0.2383,0.7642,0.5036,0.5919,2025-08-14 04:35
0.5769,0.2338,0.741,0.4859,0.6092,2025-08-14 10:25
0.5921,0.2324,0.7476,0.4972,0.6077,2025-08-14 20:52
0.601,0.2328,0.7535,0.5043,0.603,2025-08-14 21:51
0.6071,0.2344,0.758,0.5117,0.5937,2025-08-14 21:51
0.6043,0.2271,0.758,0.5122,0.5976,2025-08-15 00:37
0.6078,0.2283,0.7674,0.5147,0.596,2025-08-15 20:58
0.601,0.2329,0.7675,0.5171,0.59,2025-08-16 01:42
0.5945,0.2199,0.764,0.5065,0.6025,2025-08-17 06:54
0.5974,0.2249,0.7656,0.5129,0.5965,2025-08-17 17:12
0.5926,0.226,0.7797,0.5149,0.5935,2025-08-17 18:04
0.5959,0.2297,0.7977,0.5323,0.5798,2025-08-17 18:24
0.5893,0.2214,0.7841,0.5163,0.5895,2025-08-17 19:08
0.5887,0.2276,0.7917,0.5287,0.5809,2025-08-17 19:41
0.5993,0.236,0.7912,0.5345,0.5693,2025-08-18 00:41
0.5972,0.2419,0.7944,0.5358,0.5624,2025-08-18 13:33
0.6001,0.2398,0.7878,0.53,0.5713,2025-08-18 14:18
0.6074,0.2189,0.7855,0.5192,0.5945,2025-08-18 15:04
0.6065,0.2287,0.7935,0.5229,0.5934,2025-08-19 00:53
0.63,0.2481,0.8012,0.5493,0.5628,2025-08-19 22:51
0.6157,0.2543,0.818,0.5603,0.5498,2025-08-20 01:07
0.6239,0.2556,0.8133,0.5634,0.5537,2025-08-20 02:10
0.6204,0.2517,0.8086,0.5499,0.5694,2025-08-20 02:28
0.6183,0.257,0.8071,0.5505,0.5626,2025-08-20 02:35
0.6226,0.2542,0.7979,0.549,0.5619,2025-08-21 18:33
0.6319,0.2572,0.8066,0.5617,0.5528,2025-08-25 19:56
0.6295,0.2595,0.8102,0.5722,0.5525,2025-08-25 21:56
0.6432,0.2611,0.8246,0.5867,0.5314,2025-08-27 06:53
0.6423,0.2546,0.8253,0.5796,0.5518,2025-08-27 15:46
0.6398,0.2491,0.8208,0.5715,0.5624,2025-08-28 00:35
0.6394,0.2524,0.8295,0.5825,0.5507,2025-08-28 00:52
0.6262,0.2669,0.8511,0.5873,0.5278,2025-08-28 12:48
0.6238,0.2602,0.839,0.5743,0.5453,2025-08-29 03:00
0.6226,0.2569,0.8462,0.5712,0.5576,2025-08-29 22:43
0.6237,0.25,0.8309,0.5579,0.5693,2025-08-31 07:02
0.6269,0.2546,0.8314,0.5587,0.5693,2025-09-02 20:36
0.6171,0.2657,0.842,0.5775,0.5522,2025-09-03 18:37
0.6319,0.2608,0.8368,0.5784,0.5484,2025-09-05 08:12
0.6365,0.2604,0.8332,0.5741,0.5467,2025-09-06 01:29
0.6427,0.2499,0.8277,0.5618,0.569,2025-09-06 01:30
0.6504,0.2481,0.8105,0.5568,0.5741,2025-09-06 13:00
0.6523,0.2431,0.799,0.5459,0.5919,2025-09-06 14:55
0.6543,0.2493,0.8125,0.5604,0.5913,2025-09-07 02:49
0.6464,0.2465,0.8108,0.5558,0.5934,2025-09-08 23:58
0.6423,0.2325,0.805,0.5364,0.6167,2025-09-09 22:52
0.6424,0.2232,0.7949,0.5228,0.6272,2025-09-10 05:35
0.6419,0.2225,0.8032,0.5187,0.6292,2025-09-10 19:40
0.6299,0.2169,0.7974,0.5024,0.6358,2025-09-11 04:21
0.6289,0.204,0.7765,0.4857,0.647,2025-09-12 00:58
0.6162,0.1984,0.7792,0.4794,0.6613,2025-09-12 03:54
0.6336,0.2107,0.7796,0.4904,0.648,2025-09-15 01:24
0.6377,0.2235,0.7856,0.5,0.6283,2025-09-15 01:29
0.6427,0.2264,0.7913,0.514,0.6237,2025-09-15 01:32
0.642,0.2339,0.7989,0.5214,0.6112,2025-09-15 01:35
0.6406,0.2421,0.8143,0.5284,0.6065,2025-09-15 01:43
0.6453,0.2431,0.8105,0.5292,0.6069,2025-09-15 05:56
0.6587,0.2489,0.8137,0.5351,0.5887,2025-09-17 14:02
0.6571,0.2496,0.8034,0.5294,0.605,2025-09-19 22:34
0.6634,0.2546,0.8008,0.5364,0.5947,2025-09-19 22:56
0.6664,0.2667,0.8072,0.5472,0.5819,2025-09-19 23:03
0.6647,0.2678,0.8125,0.5536,0.5731,2025-09-20 03:05
0.6698,0.2577,0.8139,0.5582,0.5943,2025-09-22 19:00
0.6733,0.2619,0.8176,0.5633,0.5805,2025-09-23 05:52
0.6605,0.2671,0.8169,0.5637,0.5727,2025-09-23 05:52
0.6482,0.2688,0.8313,0.565,0.5739,2025-09-23 06:28
0.6401,0.2613,0.8305,0.5565,0.5817,2025-09-28 17:21
0.6475,0.2513,0.8139,0.5407,0.5972,2025-09-28 21:07
0.6393,0.2547,0.8186,0.5374,0.6047,2025-09-28 23:22
0.6366,0.2532,0.8206,0.535,0.612,2025-09-29 21:50
0.6289,0.2742,0.8265,0.5479,0.5829,2025-10-01 17:18
0.6165,0.2757,0.8443,0.5523,0.5826,2025-10-03 21:56
0.6231,0.2747,0.8515,0.551,0.5865,2025-10-03 21:57
0.622,0.2642,0.8506,0.546,0.6015,2025-10-04 23:55
0.6315,0.2802,0.8537,0.556,0.5871,2025-10-05 00:36
0.6429,0.2788,0.8523,0.5594,0.5859,2025-10-05 01:58
0.6511,0.2955,0.8637,0.5811,0.5634,2025-10-06 05:06
0.6471,0.304,0.8639,0.594,0.5535,2025-10-06 05:14
0.6469,0.3164,0.8705,0.6139,0.5372,2025-10-06 20:48
0.6463,0.3409,0.8907,0.6377,0.509,2025-10-07 09:10
0.6371,0.3302,0.877,0.625,0.5199,2025-10-11 23:42
0.6133,0.3168,0.8615,0.6023,0.5429,2025-10-11 23:53
0.5911,0.3025,0.8414,0.5803,0.561,2025-10-12 01:50
0.578,0.3052,0.8317,0.5735,0.5518,2025-10-12 02:23
0.5746,0.3014,0.8178,0.5624,0.5559,2025-10-12 03:51
0.5761,0.2952,0.8,0.5537,0.5604,2025-10-12 04:02
0.5754,0.2944,0.8023,0.5526,0.5565,2025-10-19 05:42
0.5744,0.2845,0.7994,0.5407,0.5652,2025-10-20 01:51
0.5734,0.2818,0.7977,0.5371,0.5691,2025-10-20 02:03
0.5632,0.2754,0.7896,0.5257,0.5817,2025-10-20 02:05
0.5523,0.2557,0.7865,0.4998,0.6131,2025-10-20 05:15
0.5479,0.2558,0.7864,0.5012,0.6256,2025-10-20 05:23
0.5522,0.2512,0.7658,0.4917,0.6247,2025-10-20 09:24
0.5363,0.2482,0.7679,0.4848,0.6394,2025-10-20 09:46
0.5419,0.2482,0.7687,0.4931,0.6289,2025-10-21 00:40
0.5542,0.2488,0.7709,0.5029,0.6166,2025-10-21 22:56
0.5517,0.2454,0.7434,0.4876,0.6224,2025-10-21 23:00
0.5516,0.2451,0.7346,0.4844,0.625,2025-10-22 01:07
0.5389,0.2398,0.7168,0.4745,0.6212,2025-10-22 01:12
0.5493,0.2362,0.6958,0.4713,0.6252,2025-10-22 02:32
0.5485,0.2151,0.6917,0.4652,0.6524,2025-10-24 02:57
0.5539,0.2152,0.6697,0.4588,0.6412,2025-10-24 03:01
0.5561,0.2116,0.6527,0.4512,0.6453,2025-10-25 04:47
0.5656,0.2106,0.64,0.4501,0.6401,2025-10-25 05:13
0.5524,0.1891,0.6295,0.4273,0.663,2025-10-25 05:28
0.5574,0.1897,0.6122,0.4236,0.6627,2025-10-25 05:41
0.5523,0.1751,0.5883,0.4041,0.6759,2025-10-25 05:58
0.5682,0.1715,0.5706,0.3949,0.6792,2025-10-26 05:10
0.5867,0.161,0.551,0.3806,0.6924,2025-10-26 11:08
0.5909,0.1372,0.5254,0.3583,0.7196,2025-10-26 11:50
0.6054,0.1362,0.522,0.3578,0.722,2025-10-26 11:54
0.6307,0.1316,0.5177,0.362,0.724,2025-10-26 15:12
0.6412,0.1283,0.5296,0.3634,0.7357,2025-10-27 12:15
0.6594,0.121,0.5137,0.3538,0.7507,2025-10-27 19:20
0.654,0.1122,0.5266,0.3478,0.7691,2025-10-27 23:10
0.6492,0.1083,0.5395,0.341,0.7812,2025-10-28 22:56
0.6475,0.1044,0.519,0.326,0.797,2025-10-29 00:09
0.6418,0.1046,0.5162,0.3268,0.8033,2025-10-29 17:13
0.6414,0.104,0.5104,0.321,0.8045,2025-10-29 20:15
0.6433,0.1054,0.5183,0.3257,0.7966,2025-10-30 19:09
0.6354,0.1087,0.5113,0.3289,0.7848,2025-10-31 06:38
0.6464,0.114,0.501,0.3226,0.7721,2025-11-01 22:01
0.6453,0.1224,0.5203,0.3326,0.7649,2025-11-01 22:01
0.6567,0.1225,0.5169,0.3367,0.7616,2025-11-02 04:12
0.6708,0.1426,0.5191,0.3445,0.7505,2025-11-02 08:46
0.6608,0.1453,0.5163,0.3394,0.7575,2025-11-02 08:52
0.6671,0.1443,0.5344,0.3417,0.7614,2025-11-07 03:26
0.6637,0.1445,0.5481,0.3447,0.7566,2025-11-07 11:03
0.672,0.1519,0.5568,0.3531,0.7533,2025-11-10 01:21
0.6671,0.1726,0.5756,0.3692,0.7271,2025-11-11 20:21
0.6792,0.1963,0.5805,0.383,0.6996,2025-11-14 01:11
0.691,0.2007,0.5907,0.3949,0.7008,2025-11-14 16:17
0.6834,0.2015,0.5908,0.3953,0.6981,2025-11-14 16:17
0.6851,0.1946,0.5843,0.3804,0.7073,2025-11-15 04:27
0.7004,0.1964,0.5809,0.3817,0.7046,2025-11-15 04:34
0.7002,0.1935,0.5753,0.3759,0.71,2025-11-15 04:46
0.6862,0.1897,0.5922,0.3673,0.7217,2025-11-17 18:22
0.6759,0.1918,0.6102,0.3764,0.716,2025-11-19 06:21
0.6593,0.1916,0.6125,0.3754,0.716,2025-11-21 09:17
0.661,0.1917,0.6201,0.3772,0.7136,2025-11-21 10:21
0.66,0.1909,0.6162,0.372,0.7149,2025-11-22 02:28
0.6568,0.2126,0.6359,0.3901,0.6925,2025-11-22 02:28
0.6537,0.2259,0.6437,0.402,0.6785,2025-11-25 00:55
0.6426,0.2388,0.6721,0.4194,0.6614,2025-11-25 01:58
0.6479,0.2383,0.6652,0.4196,0.6607,2025-11-25 18:15
0.6549,0.2418,0.6677,0.4322,0.6528,2025-11-25 18:29
0.6364,0.2437,0.6821,0.4374,0.65,2025-11-27 02:36
0.6337,0.2519,0.6859,0.4427,0.6417,2025-11-27 06:41
0.6169,0.2607,0.7061,0.4539,0.6286,2025-11-28 11:34
0.6249,0.2589,0.6887,0.4483,0.6323,2025-11-28 11:58
0.64,0.2721,0.6978,0.4644,0.6212,2025-11-30 05:57
0.6216,0.2641,0.7045,0.453,0.6395,2025-11-30 06:00
0.6219,0.2586,0.6956,0.4479,0.6465,2025-11-30 20:19
0.6163,0.2575,0.696,0.4449,0.6489,2025-11-30 21:21
0.6145,0.2359,0.6712,0.4238,0.6599,2025-12-02 09:17
0.6208,0.2342,0.6752,0.4312,0.6614,2025-12-03 05:17
0.6193,0.2422,0.6841,0.4409,0.6483,2025-12-03 09:34
0.6168,0.2527,0.6945,0.4553,0.6396,2025-12-05 03:55
0.6299,0.2681,0.707,0.4705,0.6279,2025-12-07 07:50
0.6171,0.2511,0.7092,0.4601,0.6564,2025-12-08 06:06
0.6021,0.2308,0.7088,0.4511,0.6764,2025-12-08 06:08
0.5859,0.226,0.7196,0.4504,0.6814,2025-12-08 08:40
0.5802,0.226,0.724,0.4499,0.6831,2025-12-09 20:35
0.5758,0.2508,0.7436,0.4732,0.654,2025-12-11 04:37
0.5731,0.2682,0.7571,0.4939,0.6306,2025-12-11 04:45
0.5682,0.2823,0.7844,0.5139,0.6108,2025-12-12 12:54
0.5871,0.306,0.7918,0.5445,0.5806,2025-12-12 13:07
0.5879,0.306,0.7891,0.5408,0.58,2025-12-14 11:41
0.5864,0.3275,0.8079,0.5556,0.5612,2025-12-14 17:54
0.5684,0.3272,0.8074,0.553,0.5656,2025-12-15 17:23
0.5756,0.3304,0.8132,0.5612,0.561,2025-12-17 15:19
0.5704,0.309,0.7921,0.5391,0.5854,2025-12-17 15:36
0.5819,0.3093,0.7925,0.5457,0.5728,2025-12-17 21:31
0.5842,0.3006,0.7901,0.5395,0.5826,2025-12-17 21:32
0.5776,0.3156,0.7996,0.5572,0.5644,2025-12-17 21:41
